"","Series.Name","Series.Code","Country.Name","Country.Code","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016"
"114","Land area (sq. km)","AG.LND.TOTL.K2","Libya","LBY",1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540,1759540
"115","Land area (sq. km)","AG.LND.TOTL.K2","Liechtenstein","LIE",160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
"116","Land area (sq. km)","AG.LND.TOTL.K2","Lithuania","LTU",62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62680,62675,62675,62675,62673.9990234375,62673.9990234375,62675,62650,62650,62642.001953125
"117","Land area (sq. km)","AG.LND.TOTL.K2","Luxembourg","LUX",NA,NA,NA,NA,NA,NA,NA,NA,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430
"118","Land area (sq. km)","AG.LND.TOTL.K2","Macao SAR, China","MAC",20,20,20,20,20,20,20,20,20,25.9999990463257,27.0000004768372,27.0000004768372,27.9999995231628,27.9999995231628,28.5999989509583,29.2000007629395,29.2000007629395,29.5000004768372,29.7000002861023,29.9000000953674,29.9000000953674,30.2999997138977,30.2999997138977,30.3999996185303,30.3999996185303
"119","Land area (sq. km)","AG.LND.TOTL.K2","Macedonia, FYR","MKD",25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25430,25230,25230,25220,25220,25220,25220,25220,25220,25220,25220
"120","Land area (sq. km)","AG.LND.TOTL.K2","Madagascar","MDG",581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581540,581795,581795,581800,581800,581800,581800
"121","Land area (sq. km)","AG.LND.TOTL.K2","Malawi","MWI",94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280,94280
"122","Land area (sq. km)","AG.LND.TOTL.K2","Malaysia","MYS",328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550,328550
"123","Land area (sq. km)","AG.LND.TOTL.K2","Maldives","MDV",300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
"124","Land area (sq. km)","AG.LND.TOTL.K2","Mali","MLI",1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190,1220190
"125","Land area (sq. km)","AG.LND.TOTL.K2","Malta","MLT",320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320
"126","Land area (sq. km)","AG.LND.TOTL.K2","Marshall Islands","MHL",180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
"127","Land area (sq. km)","AG.LND.TOTL.K2","Mauritania","MRT",1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700
"128","Land area (sq. km)","AG.LND.TOTL.K2","Mauritius","MUS",2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
"129","Land area (sq. km)","AG.LND.TOTL.K2","Mexico","MEX",1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950,1943950
"130","Land area (sq. km)","AG.LND.TOTL.K2","Micronesia, Fed. Sts.","FSM",700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700
"131","Land area (sq. km)","AG.LND.TOTL.K2","Moldova","MDA",32870,32950,32940,32930,32930,32920,32910,32900,32880,32880,32880,32870,32880,32890,32890,32890,32890,32890,32850,32850,32860,32880,32870,32880,32890
"132","Land area (sq. km)","AG.LND.TOTL.K2","Monaco","MCO",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"133","Land area (sq. km)","AG.LND.TOTL.K2","Mongolia","MNG",1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560,1553560
"134","Land area (sq. km)","AG.LND.TOTL.K2","Montenegro","MNE",13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450,13450
"135","Land area (sq. km)","AG.LND.TOTL.K2","Morocco","MAR",446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300,446300
"136","Land area (sq. km)","AG.LND.TOTL.K2","Mozambique","MOZ",786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380,786380
"137","Land area (sq. km)","AG.LND.TOTL.K2","Myanmar","MMR",653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653540,653420,653360,653470,653520,653310,653300,653260,653290,653150,653080,653080,653080,653080
"138","Land area (sq. km)","AG.LND.TOTL.K2","Namibia","NAM",823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290,823290
"139","Land area (sq. km)","AG.LND.TOTL.K2","Nauru","NRU",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"140","Land area (sq. km)","AG.LND.TOTL.K2","Nepal","NPL",143000,143000,143000,143000,143000,143000,143000,143000,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350,143350
"141","Land area (sq. km)","AG.LND.TOTL.K2","Netherlands","NLD",33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33760,33730,33730,33720,33720,33690,33690,33690,33690
"142","Land area (sq. km)","AG.LND.TOTL.K2","New Caledonia","NCL",18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280,18280
"143","Land area (sq. km)","AG.LND.TOTL.K2","New Zealand","NZL",263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310,263310
"144","Land area (sq. km)","AG.LND.TOTL.K2","Nicaragua","NIC",120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340,120340
"145","Land area (sq. km)","AG.LND.TOTL.K2","Niger","NER",1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700,1266700
"146","Land area (sq. km)","AG.LND.TOTL.K2","Nigeria","NGA",910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770,910770
"147","Land area (sq. km)","AG.LND.TOTL.K2","Northern Mariana Islands","MNP",460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
"148","Land area (sq. km)","AG.LND.TOTL.K2","Norway","NOR",365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365243.984375,365123.0078125,365123.0078125,365123.0078125,365123.0078125
"149","Land area (sq. km)","AG.LND.TOTL.K2","Oman","OMN",309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500
"150","Land area (sq. km)","AG.LND.TOTL.K2","Pakistan","PAK",770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880,770880
"151","Land area (sq. km)","AG.LND.TOTL.K2","Palau","PLW",460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
"152","Land area (sq. km)","AG.LND.TOTL.K2","Panama","PAN",74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340,74340
"153","Land area (sq. km)","AG.LND.TOTL.K2","Papua New Guinea","PNG",452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860,452860
"154","Land area (sq. km)","AG.LND.TOTL.K2","Paraguay","PRY",397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300,397300
"155","Land area (sq. km)","AG.LND.TOTL.K2","Peru","PER",1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000,1280000
"156","Land area (sq. km)","AG.LND.TOTL.K2","Philippines","PHL",298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170,298170
"157","Land area (sq. km)","AG.LND.TOTL.K2","Poland","POL",306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306290,306240,306330,306330,306320,306320,306300,306280,306280,306230,306220,306210,306190,306190,306190
"158","Land area (sq. km)","AG.LND.TOTL.K2","Portugal","PRT",91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91500,91470,91470,91470,91470,91590,91590,91590,91590,91605.1953125,91605.595703125,91605.595703125,91605.595703125
"159","Land area (sq. km)","AG.LND.TOTL.K2","Puerto Rico","PRI",8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870
"160","Land area (sq. km)","AG.LND.TOTL.K2","Qatar","QAT",11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610
"161","Land area (sq. km)","AG.LND.TOTL.K2","Romania","ROU",229460,229460,229510,229490,229520,229530,229590,229600,229710,229710,229870,229950,230000,229980,229980,229890,229900,230060,230050,230170,230020,230030,230080,230080,230080
"162","Land area (sq. km)","AG.LND.TOTL.K2","Russian Federation","RUS",16389950,16386180,16381330,16378380,16377960,16378650,16381300,16388510,16381340,16380440,16380940,16380980,16381230,16381390,16377740,16377740,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870,16376870
"163","Land area (sq. km)","AG.LND.TOTL.K2","Rwanda","RWA",24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670,24670
"164","Land area (sq. km)","AG.LND.TOTL.K2","Samoa","WSM",2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830,2830
"165","Land area (sq. km)","AG.LND.TOTL.K2","San Marino","SMR",60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
"166","Land area (sq. km)","AG.LND.TOTL.K2","Sao Tome and Principe","STP",960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960,960
"167","Land area (sq. km)","AG.LND.TOTL.K2","Saudi Arabia","SAU",2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690
"168","Land area (sq. km)","AG.LND.TOTL.K2","Senegal","SEN",192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530,192530
"169","Land area (sq. km)","AG.LND.TOTL.K2","Serbia","SRB",87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460,87460
"170","Land area (sq. km)","AG.LND.TOTL.K2","Seychelles","SYC",460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
"171","Land area (sq. km)","AG.LND.TOTL.K2","Sierra Leone","SLE",72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180,72180
"172","Land area (sq. km)","AG.LND.TOTL.K2","Singapore","SGP",670,670,670,670,670,670,670,670,670,670,675,686.999969482422,689.000015258789,689.000015258789,694.000015258789,695,700,700,701.999969482422,704.000015258789,705.999984741211,706.999969482422,709.000015258789,709.000015258789,709.000015258789
"173","Land area (sq. km)","AG.LND.TOTL.K2","Sint Maarten (Dutch part)","SXM",34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
"174","Land area (sq. km)","AG.LND.TOTL.K2","Slovak Republic","SVK",48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48100,48110,48100,48100,48100,48100,48100,48090,48091.0009765625,48087.998046875,48087.998046875,48087.998046875,48080,48082.001953125,48080
"175","Land area (sq. km)","AG.LND.TOTL.K2","Slovenia","SVN",20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20140,20146.1999511719,20145.7995605469,20146.1999511719,20145.9997558594,20145.6994628906,20140,20140,20142.6000976563,20141.9995117188
"176","Land area (sq. km)","AG.LND.TOTL.K2","Solomon Islands","SLB",27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990,27990
"177","Land area (sq. km)","AG.LND.TOTL.K2","Somalia","SOM",627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340,627340
"178","Land area (sq. km)","AG.LND.TOTL.K2","South Africa","ZAF",1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090,1213090
"179","Land area (sq. km)","AG.LND.TOTL.K2","South Sudan","SSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Land area (sq. km)","AG.LND.TOTL.K2","Spain","ESP",499440,499440,499440,499440,499440,499440,499440,499440,499000,498520,499040,499210,499180,499090,498980,499110,498800,498660,500010,499880,500210,500210,500210,499661.015625,499563.984375
"181","Land area (sq. km)","AG.LND.TOTL.K2","Sri Lanka","LKA",62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710,62710
"182","Land area (sq. km)","AG.LND.TOTL.K2","St. Kitts and Nevis","KNA",260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
"183","Land area (sq. km)","AG.LND.TOTL.K2","St. Lucia","LCA",610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610,610
"184","Land area (sq. km)","AG.LND.TOTL.K2","St. Martin (French part)","MAF",54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4
"185","Land area (sq. km)","AG.LND.TOTL.K2","St. Vincent and the Grenadines","VCT",390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390
"186","Land area (sq. km)","AG.LND.TOTL.K2","Sudan","SDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Land area (sq. km)","AG.LND.TOTL.K2","Suriname","SUR",156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000,156000
"188","Land area (sq. km)","AG.LND.TOTL.K2","Sweden","SWE",410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,410340,407340,407340,407310,407310,407310
"189","Land area (sq. km)","AG.LND.TOTL.K2","Switzerland","CHE",39528.9990234375,39528.9990234375,39528.9990234375,39528.9990234375,39528.0004882813,39526.9995117188,39526.0009765625,39525,39523.9990234375,39523.0004882813,39521.9995117188,39521.0009765625,39520,39518.0004882813,39516.9995117188,39516.0009765625,39516.0009765625,39516.0009765625,39516.0009765625,39516.0009765625,39516.0009765625,39516.0009765625,39516.0009765625,39516.0009765625,39516.0009765625
"190","Land area (sq. km)","AG.LND.TOTL.K2","Syrian Arab Republic","SYR",183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183780,183590,183570,183570,183630,183640,183640,183640,183630,183630,183630,183630,183630,183630,183630
"191","Land area (sq. km)","AG.LND.TOTL.K2","Tajikistan","TJK",139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,139960,138785.99609375,138790,138790
"192","Land area (sq. km)","AG.LND.TOTL.K2","Tanzania","TZA",885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800,885800
"193","Land area (sq. km)","AG.LND.TOTL.K2","Thailand","THA",510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890,510890
