"","Series.Name","Series.Code","Country.Name","Country.Code","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016"
"874","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Angola","AGO",46.1217614502286,46.1217614502286,46.1217614502286,46.1217614502286,46.1217614502286,46.1217614502286,46.1217614502286,46.0415496911847,45.9613379321409,45.9613379321409,46.0335285152803,46.1939520333681,46.1939520333681,46.1939520333681,46.1939520333681,46.274163792412,46.274163792412,46.7554343466752,46.8356461057191,47.3169166599824,47.3169166599824,47.4773401780701,47.4773401780701,47.4773401780701,47.4773401780701
"875","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Antigua and Barbuda","ATG",20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455,20.4545454545455
"876","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Argentina","ARG",46.682305997391,46.7170194651203,46.7528291476199,46.7882734251961,46.8237177027723,46.8577003606547,46.8924138283839,46.9223770321081,46.9581867146078,46.9932655872605,47.031267699301,47.8254753004542,49.0903244430315,50.3518849412977,51.5600963207378,52.6303673415696,52.7136796641198,52.5423047550143,53.8902835176801,54.1826074564529,54.5381464469852,54.5180491761946,54.3357121193851,54.3357121193851,54.3357121193851
"877","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Armenia","ARM",41.0958904109589,41.4822620302072,42.1496311907271,43.6951176677204,45.8728486125746,46.7860906217071,46.6455918510713,46.4699683877766,46.4699683877766,46.6455918510713,48.8584474885845,50.7200561995083,52.8626624517035,56.3751317175975,61.6930110436972,61.534949926732,61.426064237026,61.3382525053786,60.9413417632596,59.6452397466084,59.1148577449947,59.1148577449947,59.0340692368065,58.8935704661707,58.8970863655824
"878","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Aruba","ABW",11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111,11.1111111111111
"879","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Australia","AUS",60.6820873957018,59.9151295835882,61.0624422373508,60.3137081342827,60.557515327441,60.1642737201099,60.370722309725,59.0616091535087,59.2921390729339,59.3181729429988,58.1856995951733,57.2094294677375,57.2888327714356,57.9447561277222,56.6139046900017,55.3804199263241,54.3181078583237,53.2430391939914,51.8828996524478,53.326815374302,52.7802871535868,51.6271575569816,52.883771787095,47.6306574853885,48.2419442487149
"880","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Austria","AUT",36.4858319205619,36.3162993460886,36.2569641275884,36.0995410227204,36.005086568517,35.8997347742341,35.8428179019587,35.7859039860969,35.6042619420184,35.3124254983804,35.1441020970196,34.9386047525884,34.7226919634748,34.5943333595075,34.4308555198369,34.2718419505612,34.0211674876038,33.8467880804453,33.6583071859326,33.3971267218863,33.1322506692471,32.9136934111166,32.8902247302037,32.9417255251407,32.3566761396415
"881","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Azerbaijan","AZE",53.4289879586984,53.5539612466043,53.9072532621027,53.9445064385388,54.3903299696142,55.1413784156422,56.3483847735138,56.7365927373647,57.386355575858,57.4500008866663,57.4317946998865,57.5255285450044,57.5152384121504,57.5683534678956,57.5529107735272,57.5645327323161,57.568350331905,57.5790914311967,57.6703449230822,57.6919391709462,57.6870952280192,57.704540089756,57.7005468953326,57.7017519009259,57.7355751784202
"882","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Bahamas, The","BHS",1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.1988011988012,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.2987012987013,1.4985014985015,1.4985014985015,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014,1.3986013986014
"883","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Bahrain","BHR",12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,14.0845070422535,12.9577462102326,12.9577462102326,12.9577462102326,12.361110581292,11.9178079578975,11.7567564990069,11.5540543118039,11.1999994913737,10.7894734332436,10.9999995482595,11.2860901914618,11.2125172407413,11.1688316642464,11.1688316642464,11.1543457220124,11.0539846325564,11.0539846325564
"884","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Bangladesh","BGD",73.3579165706384,72.5666436198817,71.8906045939925,72.0135207805178,71.6524544825997,71.9443804255973,72.4744564799877,72.873934086195,72.2132595836214,72.2363063685949,71.8521932857033,71.6601367442575,71.6217254359684,71.5295382960744,71.2913881846816,71.1838365214719,71.0839671199201,71.0301912883153,70.9917799800261,70.1236844126911,70.0622263194284,69.9700391795345,69.900898824614,70.3867268523853,70.6323266569678
"885","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Barbados","BRB",44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,44.1860465116279,41.8604651162791,41.8604651162791,41.8604651162791,39.5348837209302,39.5348837209302,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,37.2093023255814,34.8837209302326,32.5581395348837,30.2325581395349,29.0697674418605,27.906976744186,25.5813953488372,23.2558139534884
"886","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Belarus","BLR",46.2975744429107,46.1151646618024,46.0757247091303,46.0412147505423,46.0116347860383,45.8785249457701,45.8834549398541,45.7552750936699,45.6123052652337,45.0009859988168,44.49539022827,44.3031109796381,44.1644889305261,44.1206922052951,44.1498275012321,43.942828979793,43.9477575160177,44.014397002268,43.8541153277477,43.7386033216697,43.3492681484402,42.9317713441956,42.4879174012708,42.2420157125243,42.0354891269939
"887","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Belgium","BEL",NA,NA,NA,NA,NA,NA,NA,NA,45.8916768687563,45.799209010176,45.8751643192186,45.9775413200753,45.9478219560149,45.6737120211361,45.5746367239102,45.1420087323005,45.0891693800571,45.0330242927986,44.7721252038269,44.111623222321,43.9894319682959,44.1380449141347,43.966316011497,43.8573315719947,44.6103054434653
"888","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Belize","BLZ",5.96229723805348,6.26918018412977,6.26918018412977,6.40070144673389,6.44454186760193,6.48838228846997,6.48838228846997,6.57606313020605,6.53222270933801,6.53222270933801,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.66374397194213,6.79526523454625,6.88294607628233,6.88294607628233,7.01446733888645,7.01446733888645,7.01446733888645,7.01446733888645,7.01446733888645
"889","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Benin","BEN",20.3529620432778,20.5746718694573,21.2841433132316,22.3483504788932,24.0333451578574,25.6296559063498,27.0485987938985,27.5807023767293,28.3345157857396,28.9553032990422,29.8421426037602,30.7467186945725,31.6335579992905,31.2167435260731,29.5760908123448,29.6204327775807,30.5516140475346,29.7091167080525,30.5072720822987,31.3054274565449,32.8130542745655,33.2564739269244,33.2564739269244,33.2564739269244,33.2564739269244
"890","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Bermuda","BMU",5.55555567819886,5.55555567819886,5.55555567819886,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,7.40740738696685,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886,5.55555567819886
"891","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Bhutan","BTN",10.7869790267816,10.8083817629459,12.7889447236181,14.1959798994975,14.321608040201,14.3718592964824,14.3718592964824,14.3718592964824,13.3165829145729,13.4422110552764,13.4422110552764,13.4924623115578,15.3212479334963,15.5573630557591,15.137602838403,14.7703126482164,13.6763122614806,13.642207064072,13.642207064072,13.6317124181349,13.6317124181349,13.6317124181349,13.7891224996434,13.7891224996434,13.6063342409668
"892","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Bolivia","BOL",33.0757869472907,33.4284131819441,33.5558017169759,33.785654943229,33.8631957906397,34.0385858026401,34.1382811778824,34.218591341272,34.2869011354195,34.2989015046617,34.4419828302409,33.829040893566,33.8013477337764,34.119819071356,34.2582848703037,34.51490815102,34.6026031570202,34.7761469583679,34.6312194221361,34.6690667405151,34.755838641189,34.8361488045786,34.8029170128312,34.7650696944521,34.7872242222838
"893","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Bosnia and Herzegovina","BIH",42.96875,42.7734375,42.578125,42.48046875,42.3828125,42.28515625,42.1875,41.11328125,41.6015625,41.5234375,41.46484375,42.36328125,42.3710918426514,42.12890625,42.16796875,41.97265625,41.6015625,41.5625,41.875,42.01171875,42.109375,42.20703125,42.12890625,42.5,43.14453125
"894","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Botswana","BWA",45.6143136943518,45.7907645616078,45.870167451873,45.781942018245,45.781942018245,45.7025391279798,45.5790235209006,45.5966686076262,45.7907645616078,45.5260882607238,45.605491150989,45.517265717361,45.5719654862104,45.5975508619625,45.5296172780689,45.4960916132903,45.6672489545286,45.7325357754133,45.6319587810774,45.7466518447938,45.677836006564,45.6637199371835,45.8789899952358,45.6330167970197,45.6330167970197
"895","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Brazil","BRA",29.5172131598657,29.8467123068051,30.080616022225,30.9245836992441,30.990028882024,31.0554740648039,31.1207996037396,31.1982091709399,31.2756187381403,31.5219654133575,31.8094695709811,32.1206632097572,32.5589186110785,32.5948828028724,32.6369263974999,32.4998145520415,32.7225913899504,32.7273771437186,32.7181645677148,32.9466843101456,32.9746809696894,33.4478723735185,33.9284816956883,33.9887821931674,33.9245334488295
"896","Agricultural land (% of land area)","AG.LND.AGRI.ZS","British Virgin Islands","VGB",53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,53.3333333333333,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667
"897","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Brunei Darussalam","BRN",2.08728652751423,2.08728652751423,2.08728652751423,1.89753320683112,1.89753320683112,1.89753320683112,1.89753320683112,1.89753320683112,1.89753320683112,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,2.08728652751423,1.95445923922863,2.16318778340233,2.16318778340233,2.54269442476856,2.54269442476856,2.54269442476856,2.54269442476856,2.73244774545167,2.73244774545167,2.73244774545167,2.73244774545167
"898","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Bulgaria","BGR",55.6268643225165,55.3285727198771,55.6720600198861,55.7172557172557,55.7172557172557,56.0697821567387,51.0259423302902,51.3332730724035,50.4564765434331,49.6971888276236,48.9430147058824,48.9657074561,49.006987863185,48.4628129602356,47.7768572217619,47.1043182027438,46.9662093729859,46.3338246131172,46.5364775239499,46.8680913780398,47.1904937361828,46.0114222549742,45.8456153279293,46.1670956369174,46.2509211495947
"899","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Burkina Faso","BFA",34.8135964912281,34.7222222222222,34.4700292397661,34.5394736842105,34.9049707602339,36.0014619883041,36.4400584795322,36.4400584795322,35.7090643274854,38.6330409356725,39.3640350877193,40.8260233918129,38.9985380116959,40.0950292397661,39.3640350877193,40.0950292397661,44.1154970760234,43.0190058479532,44.1520467836257,43.0921052631579,44.2251461988304,44.9561403508772,44.2251461988304,44.2251461988304,44.2251461988304
"900","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Burundi","BDI",82.5545171339564,82.6713395638629,80.7242990654206,79.3224299065421,77.6090342679128,76.01246105919,74.493769470405,73.481308411215,72.702492211838,72.0794392523365,71.417445482866,71.3785046728972,71.9626168224299,70.8333333333333,69.4314641744548,67.4844236760125,69.4314641744548,71.3785046728972,71.3785046728972,73.3255451713396,75.2725856697819,79.1666666666667,79.1666666666667,79.1666666666667,79.1666666666667
"901","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Cabo Verde","CPV",17.12158808933,17.12158808933,17.12158808933,17.3697270471464,17.3697270471464,17.8660049627792,17.8660049627792,17.6178660049628,17.6178660049628,18.1141439205955,18.3622828784119,18.3622828784119,18.6104218362283,18.6104218362283,18.8585607940447,18.8585607940447,19.3548387096774,19.3548387096774,19.3548387096774,19.3548387096774,20.8436724565757,20.8436724565757,19.6029776674938,19.6029776674938,19.6029776674938
"902","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Cambodia","KHM",25.5778382053025,25.6684794924088,25.8894176297303,25.8894176297303,25.9460684341718,25.9460684341718,26.2293224563789,26.2859732608203,27.0224337185588,27.7022433718559,28.3254022207115,28.8919102651258,29.6283707228643,30.3421708588262,30.3365057783821,30.3365057783821,30.3365057783821,30.3365057783821,30.9030138227963,30.9030138227963,30.9030138227963,30.9030138227963,30.9030138227963,30.9030138227963,30.9030138227963
"903","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Cameroon","CMR",19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.3776311057519,19.4834042013074,19.4897505870407,19.4897505870407,19.4897505870407,19.5955236825961,19.7012967781515,20.5199805377504,20.6257536333058,20.6257536333058,20.6257536333058,20.6257536333058,20.6257536333058,20.6257536333058
"904","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Canada","CAN",7.45740643601866,7.46400454829873,7.47060266057881,7.47720077285889,7.48390885367696,7.47170234595882,7.45960580677868,7.44739929906054,7.4353027598804,7.42309625216226,7.42474578023227,7.4267252139163,7.42848471052432,7.43046414420834,7.25286495533628,7.17900991338878,7.10515530100588,7.03141022759639,6.95755561521349,6.88370057326599,6.88532819354133,6.88695581381667,6.8885830045274,6.89021062480274,6.89183824507808
"905","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Cayman Islands","CYM",11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822,11.2500001986822
"906","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Central African Republic","CAF",8.0580435969052,8.0580435969052,8.0580435969052,8.04199171723009,8.06125397284022,8.22337795755883,8.26511284471412,8.26511284471412,8.26511284471412,8.26511284471412,8.26511284471412,8.33895149121962,8.37105525056984,8.37105525056984,8.36302931073229,8.36302931073229,8.36302931073229,8.39513307008251,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586,8.15435487495586
"907","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Chad","TCD",38.4132782719187,38.4371029224905,38.4529860228717,38.4768106734435,38.4609275730623,38.6197585768742,38.6197585768742,38.6197585768742,38.6197585768742,38.8580050825921,38.6991740787802,38.7785895806862,38.7785895806862,39.334498094028,39.294790343075,39.1764612452351,39.1764612452351,39.1796378653113,39.3384688691233,39.6561308767471,39.6561308767471,39.6561308767471,39.6561308767471,39.6561308767471,39.6561308767471
"908","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Channel Islands","CHI",42.9292945834573,42.4242421323312,42.4242421323312,42.4242421323312,42.4242421323312,40.9090944120271,40.404041960901,39.8989919180434,39.8989919180434,37.8787893383447,37.3737392954871,37.3737392954871,37.8787893383447,38.3838393812022,42.4242421323312,41.4141420466161,40.9090944120271,44.4444471202985,45.9595996571397,48.4848522796961,47.9797998285699,47.5757597942839,47.8787874117299,46.4646472917287,46.4646472917287
"909","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Chile","CHL",20.9217617347941,20.815512109116,20.7791989459096,20.6178071094365,20.4860037763168,20.4725544566107,20.4685196606989,20.254675477372,20.3219220759025,20.3757193547269,20.9338661225296,20.7455756466443,21.431490951655,21.3642443531245,21.2499251356227,21.1584697616213,21.228406224093,21.2257163601518,21.173264013298,21.235130883946,21.1894031969453,21.2243714281812,21.1977420378451,21.2297511560636,21.1716498322513
"910","Agricultural land (% of land area)","AG.LND.AGRI.ZS","China","CHN",54.7827337363193,55.1991052645594,55.6901445956382,55.6902039146848,55.6944173715386,55.7435214092539,55.7808021320313,55.7222181390954,55.6019138878296,55.3795406914108,55.232342203565,54.9767061621155,55.0086611269185,55.1151813454359,54.7636803549771,54.8100187089699,54.8079948941282,54.8084173116577,54.8080977619672,54.8084173116577,54.8084173116577,54.8084173116577,54.8084173116577,56.2229572752744,56.2123131033498
"911","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Colombia","COL",40.5434880576836,40.4713835060838,40.4371338440739,40.1198738170347,40.4867057232988,40.6327174402884,41.0482199188824,41.1608832807571,40.4317260027039,37.6250563316809,37.5006759801713,37.9008562415502,38.2073005858495,38.3569175304191,38.011716989635,38.2478593961244,38.408292023434,38.3415953132041,38.3082469580892,37.603424966201,38.411538136548,40.392610691753,40.547237635196,40.2574146575034,40.2574146575034
"912","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Comoros","COM",61.7947319872911,61.7947319872911,64.4814594649994,65.5561504560827,66.630841447166,67.7055324382493,69.854914420416,70.9296054114993,71.466950907041,72.5416418981243,72.5416418981243,72.5416418981243,72.5416418981243,71.466950907041,71.466950907041,71.466950907041,71.466950907041,71.466950907041,71.466950907041,71.466950907041,71.466950907041,71.466950907041,71.466950907041,71.466950907041,71.466950907041
"913","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Congo, Dem. Rep.","COD",11.4686486844137,11.4686486844137,11.4686486844137,11.3804283099182,11.3804283099182,11.3363181226704,11.3363181226704,11.2922079354227,11.2922079354227,11.2701528417988,11.2701528417988,11.2701528417988,11.2701528417988,11.2701528417988,11.286032509208,11.3142630290466,11.3363181226704,11.3561677069319,11.3649897443815,11.4862927593128,11.5568690589092,11.5568690589092,11.5568690589092,11.5568690589092,11.5568690589092
"914","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Congo, Rep.","COG",30.8199121522694,30.8345534407028,30.7994143484627,30.805270863836,30.8111273792094,30.8521229868228,30.8579795021962,30.8755490483163,30.8638360175695,30.8638360175695,30.8638360175695,30.8638360175695,30.8784773060029,30.8843338213763,30.8931185944363,30.8931185944363,30.8931185944363,30.9311859443631,30.9692532942899,31.0278184480234,31.0453879941435,31.1185944363104,31.1185944363104,31.1185944363104,31.1185944363104
"915","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Costa Rica","CRI",42.3031727379554,41.382687034861,41.030160595378,40.1096748922836,39.0716803760282,38.2491186839013,37.5048962005484,36.9761065413239,36.036036036036,35.8989424206816,35.7618488053271,35.8206032119076,35.6835095965531,35.3505679592636,35.5464159811986,35.2526439482961,35.1155503329416,35.5660007833921,35.6247551899726,35.6247551899726,35.4876615746181,35.1840971406189,34.862905906501,34.8609479044262,34.4594594594595
"916","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Cote d'Ivoire","CIV",60.377358490566,61.3270440251572,61.9496855345912,62.2641509433962,62.2641509433962,61.9496855345912,61.9496855345912,61.6352201257862,61.6352201257862,61.6352201257862,61.6352201257862,61.6352201257862,62.8930817610063,63.5220125786163,63.8364779874214,64.7798742138365,64.7798742138365,64.7798742138365,64.7798742138365,64.7798742138365,64.7798742138365,64.7798742138365,64.7798742138365,64.7798742138365,64.7798742138365
"917","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Croatia","HRV",42.9976748345555,40.6367376140225,41.3521731353962,41.709890896083,34.5659163987138,34.6730975348339,36.6302986943302,36.3441244857807,20.9086031121445,21.0695761044536,21.1232337685566,21.3915220890717,21.0150107219442,21.6404574696212,21.9799857040743,21.4796283059328,23.0360967760175,23.2237308003206,23.8348829311674,23.6972833378474,23.7848463187991,28.0075062335263,26.962116669552,27.4767686845236,27.5911365260901
"918","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Cuba","CUB",63.0819366852886,62.6629422718808,62.2532588454376,62.2346368715084,61.5921787709497,62.2625698324022,62.1415270018622,62.0111731843575,61.024208566108,61.9739292364991,62.5434721308394,62.3872180451128,61.3476177051029,62.3543780533634,62.294465846096,62.1946636602781,61.6967305524239,61.1969166167559,60.7027451645293,59.9627553203846,60.1752939209998,60.8549204057523,60.3625279393386,59.9913459400836,59.8606056076956
"919","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Curacao","CUW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Cyprus","CYP",17.272727933281,17.1753243450478,15.5194798589268,15.4870136475667,15.4978351675587,15.3896100593335,15.6060602757838,15.6060602757838,15.3138528138528,15.1515151515152,15.1515151515152,16.6666666666667,16.8831168831169,18.0735930735931,16.991341991342,15.9307356004591,12.5108223456841,13.8095236443854,12.3917748917749,12.5865804168569,12.6515153166536,11.7781387263047,11.7943726576768,13.7997837809773,12.1569266050925
"921","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Czech Republic","CZE",NA,55.4160735084768,55.441956774945,55.3901902420085,55.3901902420085,55.3901902420085,55.441956774945,55.4160735084768,55.3901902420085,55.3643069755403,55.2866571761356,55.2478322764333,55.2032099404608,55.1384933989128,55.0679611650485,55.0032362459547,54.9385113268608,54.873786407767,54.8161574313827,54.7514241325738,54.706720186456,45.5969955969956,45.5322455322455,45.2532055433234,45.1825951825952
"922","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Denmark","DNK",64.9540419514495,64.5533820410087,63.4221069997643,64.2469950506717,64.0113127504124,63.3514023096865,62.9743106292717,62.3144001885458,62.3851048786236,63.0685835493754,62.8093330190903,62.6443554089088,62.3615366485977,63.7991986801791,63.8699033702569,62.7621965590384,62.880037709168,62.0787178882866,61.8901720480792,63.3985387697384,62.4910693022148,62.1338413908073,62.610145272684,62.181471778995,62.0147654203382
"923","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Djibouti","DJI",59.1458153580673,60.4400345125108,60.4400345125108,62.5970664365833,63.8912855910267,64.7540983606557,64.7540983606557,66.9111302847282,69.0681622088007,72.5194132873167,73.3822260569456,73.3822260569456,73.3822260569456,73.3822260569456,73.3951703549668,73.4037963761864,73.3908520781657,73.3951703549668,73.4081093867964,73.4253666954271,73.4253666954271,73.4253666954271,73.4253666954271,73.4253666954271,73.4253666954271
"924","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Dominica","DMA",24,24,24,22.6666666666667,22.6666666666667,22.6666666666667,22.6666666666667,25.3333333333333,28,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,29.3333333333333,30.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333
"925","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Dominican Republic","DOM",52.7013040778307,52.7013040778307,52.7013040778307,53.3222935210101,53.3015938729042,51.7491202649555,51.9561167460153,51.0660318774581,52.0596149865452,52.0596149865452,52.0596149865452,50.4036431380667,50.031049472159,50.031049472159,50.031049472159,50.031049472159,49.6170565100393,49.6170565100393,49.6170565100393,49.6170565100393,48.6855723452701,48.6855723452701,48.6855723452701,48.6855723452701,48.6855723452701
"926","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Ecuador","ECU",28.7277850021673,28.8072532870972,29.3635312816067,29.2876751914463,28.8505996243317,28.9409044935703,32.3200193267837,32.5132871637945,32.477049444355,31.3456273151876,30.1578354002255,29.1914962151715,30.3068126912546,30.1980995329361,29.9726203897568,29.8437751650829,29.9766468030279,30.336607756256,30.1888395688215,29.5784349237246,30.2258813913019,30.2504429054598,22.5547600068952,23.3064901849885,22.2096956031567
"927","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Egypt, Arab Rep.","EGY",3.00997541744626,3.26083680747401,3.26083680747401,3.2980059269677,3.19097891500075,3.25975179253102,3.27451917945402,3.49892008639309,3.30604249334472,3.35325732080968,3.4396504093626,3.4245818474057,3.49389723240745,3.53910291827817,3.54914862624943,3.55417148023507,3.55818976342358,3.70586167060124,3.68777939625295,3.63654628559948,3.71289366618112,3.74802347752587,3.73217132091642,3.80719284463057,3.75083632480913
"928","Agricultural land (% of land area)","AG.LND.AGRI.ZS","El Salvador","SLV",70.0289575289575,70.0289575289575,70.1737451737452,70.2220077220077,66.988416988417,67.8571428571429,69.980694980695,71.476833976834,72.3938223938224,74.8069498069498,75.0482625482625,74.8552123552124,77.7027027027027,75.530888030888,71.1389961389961,72.5868725868726,74.8069498069498,74.5656370656371,74.0830115830116,74.469111969112,75.8204633204633,76.0135135135135,76.8822393822394,75.530888030888,76.4478764478765
"929","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Equatorial Guinea","GNQ",11.9073083778966,11.9073083778966,11.9073083778966,11.9073083778966,11.9073083778966,11.9073083778966,11.9073083778966,11.9073083778966,11.9073083778966,11.9073083778966,11.5508021390374,11.5508021390374,11.5508021390374,11.5508021390374,11.1942959001783,11.1942959001783,11.0160427807487,10.4812834224599,10.4812834224599,10.1247771836007,10.1247771836007,10.1247771836007,10.1247771836007,10.1247771836007,10.1247771836007
"930","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Eritrea","ERI",NA,73.2673267326733,73.3267326732673,73.3366336633663,72.6534653465346,72.8712871287129,73.9306930693069,73.9306930693069,74.5544554455445,74.5742574257426,74.5742574257426,74.9207920792079,74.2574257425743,74.4752475247525,74.970297029703,74.970297029703,74.970297029703,75.1683168316832,75.1683168316832,75.1683168316832,75.1683168316832,75.1683168316832,75.1683168316832,75.1683168316832,75.1683168316832
"931","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Estonia","EST",32.41330502477,31.1394196744515,25.9731068648266,23.378155225289,23.7084217975938,24.1330502476999,24.6048596367068,23.6140599197924,23.2602028780373,20.9955178108044,16.4708660581984,19.5494223214681,18.1740982404827,20.8044355841959,21.1960368011323,21.5758427833437,21.3918374096006,21.9815991458591,22.382637126515,22.3165841000236,22.5501303235212,22.1992178513918,22.4062571888659,22.8433402346446,23.0733839429492
